Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
Frame ¹	797 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (185, 96)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (185, 96)]
Frame ¹	798 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (185, 96)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 137 from (185, 96)]
Frame ¹	799 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (185, 92)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (185, 92)]
Frame ¹	800 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [70 x 139 from (181, 92)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [70 x 139 from (181, 92)]
Frame ¹	801 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (139, 93)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (180, 91)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (139, 93)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (180, 91)]
Frame ¹	802 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (139, 93)]
+Object's ¹: 1
 Coordinate: [65 x 130 from (179, 87)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (139, 93)]
+Object's ¹: 1
 Coordinate: [65 x 130 from (179, 87)]
Frame ¹	803 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (176, 83)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (139, 90)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (176, 83)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (139, 90)]
Frame ¹	804 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [70 x 139 from (141, 86)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (174, 82)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [70 x 139 from (141, 86)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (174, 82)]
Frame ¹	805 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [68 x 137 from (142, 85)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (174, 82)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [68 x 137 from (142, 85)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (174, 82)]
Frame ¹	806 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (141, 81)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (170, 77)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (141, 81)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (170, 77)]
Frame ¹	807 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (140, 80)]
+Object's ¹: 1
 Coordinate: [72 x 143 from (169, 76)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (140, 80)]
+Object's ¹: 1
 Coordinate: [72 x 143 from (169, 76)]
Frame ¹	808 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (141, 79)]
+Object's ¹: 1
 Coordinate: [72 x 145 from (168, 75)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (141, 79)]
+Object's ¹: 1
 Coordinate: [72 x 145 from (168, 75)]
Frame ¹	809 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (166, 70)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (142, 79)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (166, 70)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (142, 79)]
Frame ¹	810 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (163, 65)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (142, 79)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (163, 65)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (142, 79)]
Frame ¹	811 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (165, 70)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (142, 80)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (165, 70)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (142, 80)]
Frame ¹	812 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 145 from (166, 70)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 145 from (166, 70)]
Frame ¹	813 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 147 from (164, 69)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 147 from (164, 69)]
Frame ¹	814 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (162, 66)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 149 from (162, 66)]
Frame ¹	815 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (162, 63)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (162, 63)]
Frame ¹	816 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 147 from (163, 62)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 147 from (163, 62)]
Frame ¹	817 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (161, 58)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (161, 58)]
Frame ¹	818 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [70 x 139 from (162, 58)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [70 x 139 from (162, 58)]
Frame ¹	819 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (159, 54)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (159, 54)]
Frame ¹	820 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (132, 59)]
+Object's ¹: 1
 Coordinate: [72 x 143 from (160, 54)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (132, 59)]
+Object's ¹: 1
 Coordinate: [72 x 143 from (160, 54)]
Frame ¹	821 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (132, 58)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (160, 53)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (132, 58)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (160, 53)]
Frame ¹	822 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [70 x 140 from (160, 52)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (133, 59)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [70 x 140 from (160, 52)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (133, 59)]
Frame ¹	823 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [72 x 145 from (158, 50)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (134, 58)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [72 x 145 from (158, 50)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (134, 58)]
Frame ¹	824 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (158, 51)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (132, 56)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (158, 51)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (132, 56)]
Frame ¹	825 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (132, 53)]
+Object's ¹: 1
 Coordinate: [72 x 145 from (158, 50)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (132, 53)]
+Object's ¹: 1
 Coordinate: [72 x 145 from (158, 50)]
Frame ¹	826 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (133, 53)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (158, 49)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (133, 53)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (158, 49)]
Frame ¹	827 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [69 x 138 from (133, 51)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (158, 48)]
+Object's ¹: 2
 Coordinate: [72 x 144 from (211, 44)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [69 x 138 from (133, 51)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (158, 48)]
+Object's ¹: 2
 Coordinate: [72 x 144 from (211, 44)]
Frame ¹	828 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [72 x 143 from (202, 48)]
+Object's ¹: 1
 Coordinate: [66 x 133 from (134, 50)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [72 x 143 from (202, 48)]
+Object's ¹: 1
 Coordinate: [66 x 133 from (134, 50)]
Frame ¹	829 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [72 x 143 from (199, 50)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (134, 47)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [72 x 143 from (199, 50)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (134, 47)]
Frame ¹	830 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (199, 50)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (199, 50)]
Frame ¹	831 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (206, 51)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (206, 51)]
Frame ¹	832 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (206, 51)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (206, 51)]
Frame ¹	833 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (205, 53)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [69 x 138 from (205, 53)]
Frame ¹	834 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [68 x 136 from (202, 54)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [68 x 136 from (202, 54)]
Frame ¹	835 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (193, 54)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [67 x 134 from (193, 54)]
Frame ¹	836 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	837 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (204, 55)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (204, 55)]
Frame ¹	838 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (171, 57)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (171, 57)]
Frame ¹	839 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (207, 55)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (207, 55)]
Frame ¹	840 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	841 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (207, 61)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (207, 61)]
Frame ¹	842 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	843 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 145 from (176, 72)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 145 from (176, 72)]
Frame ¹	844 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (168, 66)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (209, 72)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (168, 66)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (209, 72)]
Frame ¹	845 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 157 from (163, 63)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (209, 72)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 157 from (163, 63)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (209, 72)]
Frame ¹	846 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (168, 68)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 145 from (168, 68)]
Frame ¹	847 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (168, 69)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (213, 76)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (168, 69)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (213, 76)]
Frame ¹	848 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 147 from (167, 70)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (209, 77)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 147 from (167, 70)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (209, 77)]
Frame ¹	849 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (165, 70)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (207, 75)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (165, 70)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (207, 75)]
Frame ¹	850 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 155 from (161, 69)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (207, 79)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 155 from (161, 69)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (207, 79)]
Frame ¹	851 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (158, 69)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (207, 79)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (158, 69)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (207, 79)]
Frame ¹	852 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [85 x 170 from (156, 70)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (205, 81)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [85 x 170 from (156, 70)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (205, 81)]
Frame ¹	853 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 165 from (156, 77)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (206, 84)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 165 from (156, 77)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (206, 84)]
Frame ¹	854 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (159, 80)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (206, 88)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (159, 80)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (206, 88)]
Frame ¹	855 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (156, 79)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (204, 88)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (156, 79)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (204, 88)]
Frame ¹	856 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (157, 83)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (201, 92)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (157, 83)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (201, 92)]
Frame ¹	857 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (151, 78)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (201, 93)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (151, 78)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (201, 93)]
Frame ¹	858 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (200, 95)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (200, 95)]
Frame ¹	859 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (201, 96)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (201, 96)]
Frame ¹	860 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (201, 97)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (201, 97)]
Frame ¹	861 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (200, 98)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (200, 98)]
Frame ¹	862 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (159, 96)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (200, 100)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (159, 96)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (200, 100)]
Frame ¹	863 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (199, 102)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (199, 102)]
Frame ¹	864 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (200, 105)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (200, 105)]
Frame ¹	865 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (198, 105)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 152 from (198, 105)]
Frame ¹	866 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (195, 106)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (195, 106)]
Frame ¹	867 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 165 from (193, 109)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 165 from (193, 109)]
Frame ¹	868 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 162 from (195, 109)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 162 from (195, 109)]
Frame ¹	869 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (193, 113)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 169 from (193, 113)]
Frame ¹	870 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (193, 115)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (193, 115)]
Frame ¹	871 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (195, 118)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (195, 118)]
Frame ¹	872 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [81 x 162 from (194, 118)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [81 x 162 from (194, 118)]
Frame ¹	873 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (195, 123)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (195, 123)]
Frame ¹	874 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (195, 123)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 153 from (195, 123)]
Frame ¹	875 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (195, 126)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (195, 126)]
Frame ¹	876 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (196, 128)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (157, 131)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (196, 128)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (157, 131)]
Frame ¹	877 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (196, 129)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (196, 129)]
Frame ¹	878 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 151 from (194, 132)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 151 from (194, 132)]
Frame ¹	879 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (141, 130)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (192, 136)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (141, 130)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (192, 136)]
Frame ¹	880 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (145, 136)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (187, 137)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (145, 136)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (187, 137)]
Frame ¹	881 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 155 from (145, 139)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (193, 145)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 155 from (145, 139)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (193, 145)]
Frame ¹	882 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (144, 140)]
+Object's ¹: 1
 Coordinate: [74 x 147 from (190, 148)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (144, 140)]
+Object's ¹: 1
 Coordinate: [74 x 147 from (190, 148)]
Frame ¹	883 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (184, 144)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (144, 144)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (184, 144)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (144, 144)]
Frame ¹	884 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (183, 142)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 146)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (183, 142)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 146)]
Frame ¹	885 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	886 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	887 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	888 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (185, 159)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (185, 159)]
Frame ¹	889 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 149 from (184, 156)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (141, 159)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 149 from (184, 156)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (141, 159)]
Frame ¹	890 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (137, 153)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (186, 160)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (137, 153)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (186, 160)]
Frame ¹	891 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (135, 154)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 155 from (135, 154)]
Frame ¹	892 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (134, 160)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [80 x 160 from (134, 160)]
Frame ¹	893 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (128, 159)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [87 x 174 from (128, 159)]
Frame ¹	894 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (125, 158)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (169, 161)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (125, 158)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (169, 161)]
Frame ¹	895 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (123, 163)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [89 x 177 from (123, 163)]
Frame ¹	896 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [87 x 173 from (124, 166)]
+Object's ¹: 1
 Coordinate: [92 x 183 from (167, 167)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [87 x 173 from (124, 166)]
