Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
 Coordinate: [89 x 178 from (546, 118)]
Frame ¹	686 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (442, 152)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (545, 116)]
Frame ¹	687 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (439, 146)]
Frame ¹	688 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (438, 144)]
Frame ¹	689 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [92 x 185 from (438, 144)]
Frame ¹	690 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (437, 149)]
Frame ¹	691 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (436, 142)]
Frame ¹	692 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (438, 141)]
Frame ¹	693 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (440, 142)]
Frame ¹	694 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (436, 141)]
Frame ¹	695 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (433, 137)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	696 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (431, 135)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	697 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (429, 133)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	698 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (427, 131)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	699 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (425, 129)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	700 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (432, 132)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	701 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 170 from (431, 130)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	702 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (434, 129)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	703 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (436, 129)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	704 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (431, 124)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	705 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (429, 122)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	706 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (427, 120)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	707 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (425, 118)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (382, 124)]
Frame ¹	708 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [83 x 166 from (433, 118)]
Frame ¹	709 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (437, 120)]
Frame ¹	710 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (436, 118)]
Frame ¹	711 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (437, 115)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	712 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (435, 112)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	713 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (436, 111)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	714 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 169 from (435, 109)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	715 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 170 from (436, 108)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	716 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [87 x 173 from (435, 106)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	717 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [87 x 173 from (436, 104)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (380, 101)]
Frame ¹	718 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (435, 103)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	719 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 167 from (437, 102)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	720 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (439, 102)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	721 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (439, 100)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	722 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (442, 102)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	723 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (440, 99)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	724 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (443, 99)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	725 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (443, 100)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	726 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [75 x 150 from (444, 98)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	727 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [74 x 148 from (443, 97)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
Frame ¹	728 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [74 x 148 from (442, 95)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
+Object's ¹: 2
 Coordinate: [82 x 164 from (143, 286)]
Frame ¹	729 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [74 x 148 from (441, 93)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
+Object's ¹: 2
 Coordinate: [84 x 168 from (141, 277)]
Frame ¹	730 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [80 x 160 from (440, 90)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (375, 85)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (139, 271)]
+Object's ¹: 3
 Coordinate: [86 x 172 from (182, 275)]
Frame ¹	731 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [81 x 161 from (442, 87)]
+Object's ¹: 1
 Coordinate: [90 x 179 from (138, 267)]
+Object's ¹: 2
 Coordinate: [88 x 175 from (181, 271)]
Frame ¹	732 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [79 x 158 from (441, 86)]
+Object's ¹: 1
 Coordinate: [90 x 179 from (142, 261)]
+Object's ¹: 2
 Coordinate: [87 x 174 from (181, 268)]
Frame ¹	733 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 153 from (445, 86)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (144, 260)]
+Object's ¹: 2
 Coordinate: [92 x 184 from (180, 262)]
Frame ¹	734 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 152 from (443, 83)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (144, 258)]
+Object's ¹: 2
 Coordinate: [93 x 186 from (183, 256)]
Frame ¹	735 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [74 x 148 from (444, 81)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (144, 255)]
+Object's ¹: 2
 Coordinate: [97 x 195 from (180, 250)]
+Object's ¹: 3
 Coordinate: [71 x 142 from (372, 61)]
Frame ¹	736 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [75 x 150 from (444, 79)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (144, 252)]
+Object's ¹: 2
 Coordinate: [94 x 188 from (181, 251)]
+Object's ¹: 3
 Coordinate: [72 x 143 from (372, 60)]
Frame ¹	737 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 151 from (443, 78)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (153, 248)]
+Object's ¹: 2
 Coordinate: [93 x 187 from (186, 247)]
+Object's ¹: 3
 Coordinate: [70 x 139 from (372, 61)]
Frame ¹	738 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 151 from (443, 76)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (150, 243)]
+Object's ¹: 2
 Coordinate: [94 x 188 from (186, 244)]
+Object's ¹: 3
 Coordinate: [70 x 139 from (372, 61)]
Frame ¹	739 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [78 x 156 from (439, 73)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (150, 240)]
+Object's ¹: 2
 Coordinate: [91 x 181 from (190, 243)]
+Object's ¹: 3
 Coordinate: [70 x 140 from (372, 59)]
Frame ¹	740 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 152 from (440, 75)]
+Object's ¹: 1
 Coordinate: [86 x 171 from (150, 240)]
+Object's ¹: 2
 Coordinate: [89 x 178 from (190, 238)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 56)]
Frame ¹	741 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [74 x 149 from (438, 77)]
+Object's ¹: 1
 Coordinate: [90 x 179 from (146, 234)]
+Object's ¹: 2
 Coordinate: [86 x 170 from (192, 238)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 55)]
Frame ¹	742 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 154 from (440, 69)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (147, 230)]
+Object's ¹: 2
 Coordinate: [89 x 177 from (191, 230)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 53)]
Frame ¹	743 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [75 x 149 from (440, 70)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (149, 229)]
+Object's ¹: 2
 Coordinate: [88 x 176 from (191, 229)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (372, 51)]
Frame ¹	744 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 153 from (438, 68)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (150, 225)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (192, 227)]
+Object's ¹: 3
 Coordinate: [68 x 136 from (372, 51)]
Frame ¹	745 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 153 from (436, 67)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 220)]
+Object's ¹: 2
 Coordinate: [89 x 177 from (191, 220)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (371, 48)]
Frame ¹	746 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 153 from (436, 65)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (146, 214)]
+Object's ¹: 2
 Coordinate: [89 x 177 from (191, 220)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (372, 47)]
Frame ¹	747 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 152 from (437, 63)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 214)]
+Object's ¹: 2
 Coordinate: [85 x 170 from (193, 218)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (372, 47)]
Frame ¹	748 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 152 from (434, 60)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 214)]
+Object's ¹: 2
 Coordinate: [91 x 181 from (190, 214)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (371, 45)]
Frame ¹	749 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [72 x 143 from (437, 60)]
+Object's ¹: 1
 Coordinate: [87 x 173 from (149, 210)]
+Object's ¹: 2
 Coordinate: [89 x 178 from (191, 210)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (370, 43)]
Frame ¹	750 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [74 x 147 from (437, 58)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (146, 203)]
+Object's ¹: 2
 Coordinate: [88 x 175 from (191, 207)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (369, 41)]
Frame ¹	751 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [72 x 145 from (438, 59)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 203)]
+Object's ¹: 2
 Coordinate: [93 x 185 from (189, 201)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (368, 39)]
Frame ¹	752 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [74 x 148 from (436, 57)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (146, 200)]
+Object's ¹: 2
 Coordinate: [93 x 185 from (189, 201)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (367, 37)]
Frame ¹	753 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [75 x 150 from (432, 54)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (150, 200)]
+Object's ¹: 2
 Coordinate: [85 x 169 from (192, 203)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (366, 35)]
Frame ¹	754 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 155 from (432, 52)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (150, 197)]
+Object's ¹: 2
 Coordinate: [96 x 192 from (188, 188)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (365, 33)]
Frame ¹	755 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 155 from (431, 50)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 191)]
+Object's ¹: 2
 Coordinate: [91 x 181 from (190, 190)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (364, 31)]
Frame ¹	756 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 155 from (430, 48)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 188)]
+Object's ¹: 2
 Coordinate: [84 x 168 from (193, 192)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (363, 29)]
Frame ¹	757 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 155 from (429, 46)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 185)]
+Object's ¹: 2
 Coordinate: [84 x 168 from (193, 188)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (362, 27)]
Frame ¹	758 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [77 x 155 from (428, 44)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 182)]
+Object's ¹: 2
 Coordinate: [88 x 176 from (191, 180)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (361, 25)]
Frame ¹	759 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [76 x 151 from (435, 47)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 179)]
+Object's ¹: 2
 Coordinate: [88 x 177 from (190, 180)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (360, 23)]
Frame ¹	760 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [76 x 151 from (434, 45)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 176)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (192, 181)]
Frame ¹	761 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [69 x 137 from (438, 48)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 173)]
+Object's ¹: 2
 Coordinate: [82 x 164 from (194, 178)]
Frame ¹	762 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [69 x 138 from (436, 47)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 170)]
+Object's ¹: 2
 Coordinate: [84 x 168 from (193, 172)]
Frame ¹	763 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [68 x 136 from (438, 46)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 167)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (192, 170)]
Frame ¹	764 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (436, 47)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 164)]
+Object's ¹: 2
 Coordinate: [88 x 176 from (191, 169)]
Frame ¹	765 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 133 from (437, 48)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 161)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (192, 164)]
Frame ¹	766 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 133 from (436, 50)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 158)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (196, 164)]
Frame ¹	767 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (434, 48)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 155)]
+Object's ¹: 2
 Coordinate: [80 x 160 from (195, 161)]
Frame ¹	768 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (433, 46)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (196, 159)]
Frame ¹	769 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (432, 44)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (196, 156)]
Frame ¹	770 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (431, 42)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (196, 156)]
Frame ¹	771 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (430, 40)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (195, 153)]
Frame ¹	772 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (429, 38)]
+Object's ¹: 1
 Coordinate: [78 x 157 from (194, 148)]
Frame ¹	773 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (428, 36)]
+Object's ¹: 1
 Coordinate: [74 x 147 from (195, 148)]
Frame ¹	774 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (427, 34)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (195, 146)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (155, 145)]
Frame ¹	775 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (426, 32)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (191, 144)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (155, 145)]
Frame ¹	776 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (425, 30)]
+Object's ¹: 1
 Coordinate: [75 x 149 from (193, 140)]
+Object's ¹: 2
 Coordinate: [80 x 160 from (154, 144)]
Frame ¹	777 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (424, 28)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (192, 140)]
+Object's ¹: 2
 Coordinate: [80 x 160 from (154, 144)]
Frame ¹	778 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (423, 26)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (189, 137)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (155, 136)]
Frame ¹	779 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [67 x 134 from (422, 24)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (190, 133)]
+Object's ¹: 2
 Coordinate: [76 x 152 from (156, 137)]
Frame ¹	780 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 129)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (156, 133)]
Frame ¹	781 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 127)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (159, 133)]
Frame ¹	782 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 123)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (158, 130)]
Frame ¹	783 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (186, 120)]
+Object's ¹: 1
 Coordinate: [70 x 141 from (158, 128)]
Frame ¹	784 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (186, 118)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 126)]
Frame ¹	785 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (185, 117)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 122)]
Frame ¹	786 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (184, 115)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 118)]
Frame ¹	787 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (182, 112)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 114)]
Frame ¹	788 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 149 from (188, 114)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 110)]
Frame ¹	789 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 149 from (188, 112)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 106)]
Frame ¹	790 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (186, 109)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 102)]
Frame ¹	791 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 149 from (187, 105)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (160, 98)]
Frame ¹	792 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (187, 104)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (150, 111)]
Frame ¹	793 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (187, 101)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (151, 109)]
Frame ¹	794 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (186, 97)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (150, 106)]
Frame ¹	795 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (187, 97)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (149, 103)]
Frame ¹	796 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (185, 97)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (148, 100)]
Frame ¹	797 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (185, 96)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (147, 97)]
Frame ¹	798 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (185, 96)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (146, 94)]
Frame ¹	799 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (185, 92)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (145, 91)]
Frame ¹	800 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [70 x 139 from (181, 92)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (144, 88)]
Frame ¹	801 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [68 x 137 from (180, 91)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (139, 93)]
Frame ¹	802 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [65 x 130 from (179, 87)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (139, 93)]
Frame ¹	803 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (176, 83)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (139, 90)]
Frame ¹	804 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (174, 82)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (141, 86)]
Frame ¹	805 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [69 x 137 from (174, 82)]
+Object's ¹: 1
 Coordinate: [68 x 137 from (142, 85)]
Frame ¹	806 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (170, 77)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (141, 81)]
